created_at;full_text;importance_level;problem_type;text_length
2024-02-28 15:01:56+00:00;@engiepartfr scandaleux d'augmenter la mensualite des clients de 124 sans prevenir jouer avec l'argent des clients comme ca c'est scandaleux sans compter les prelevements sans que ni tete sans un appel rapidement du service concerne comme demande ce sera ciao;URGENT;Critique;259
2024-02-28 15:48:46+00:00;@engiepartfr a quel moment peut on dire a quelqu’un qui s’interroge sur sa facture que sa demande ne rentre pas dans les 3 min et qui sorten plus vous m’avez fait ouvrir des onglets et telecharger des documents pour rien;IMPORTANT;Problèmes de Facturation;220
2024-02-28 19:39:01+00:00;@engiepartfr @laudpsr reponse du sav d'engie on vous recontactera pour planifier un depannage je fais comment avec un bebe et sans chauffage;URGENT;Critique;140
2024-02-29 19:40:36+00:00;@engiepartfr ma facture de fevrier a augmente de 100 /fev 23 avec un changement de tous mes chauffages temperature 18 degres vous etes de veritables escrocs;IMPORTANT;Problèmes de Facturation;156
2024-03-01 03:49:20+00:00;@engiepartfr vous faite mal votre boulot c'est aberrant d'etre dans cette situation;URGENT;Panne;83
2024-03-01 05:28:04+00:00;@engiepartfr salut engie comment ca va vous bien bien parce qu'en fait vous nous avez supprime notre contrat gaz sans nous avertir on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous reclamez des frais d'abo et de souscription;IMPORTANT;Problèmes de Facturation;253
2024-03-01 11:43:45+00:00;@engiepartfr n@ engiepartsavn@dgccfrn@60millionsnengie l incompetence a un nom npersonne d’assez competent pour prendre en charge et assurer un suivi nde leur numero cristal a leur sav sur xnpar contre pour les prelevements ils sont tous au rendez-vous;IMPORTANT;Délais d'Intervention;252
2024-03-01 11:49:26+00:00;@engiepartfr n@ engiepartsavn@dgccfrn@60millionsnengie l incompetence a un nom nharcelement incompetence de votre part a l’encontre d’une personne de 75 ans depuis le 8 aout 2023 alors que les dysfonctionnements ne sont que de votre part;IMPORTANT;Service Client Injoignable;237
2024-03-01 11:53:01+00:00;@avanakama @engiepartfr @engiepartfr n@ engiepartsavn@dgccfrn@60millionsnengie l incompetence a un nom nfranchement on a les memes soucis que vous et on est pas les seuls aux dires de beaucoup de gens qui nous entourent nc’est une honte;URGENT;Panne;236
2024-03-01 12:31:49+00:00;@grdf @engiepartfr since 2017 je vous repete que je n'ai pas de gaz je n'ai meme aucun contrat gaz chez vous ni ailleurs vous allez comprendre a quelle heure c'est du harcelement mail et physique je vais vous denoncer a @gdarmanin;IMPORTANT;Problèmes de Facturation;230
2024-03-03 18:40:57+00:00;@brunolemaire 158 euros pour 1 t3 j'ai envie d'insulter toutes ta famille sur plusieurs generations toi et toutes ta clique de @renaissance et @emmanuelmacron vous me degoute @engiepartfr je vait vite me barre bande de voleurs;URGENT;Panne;226
2024-03-04 09:09:00+00:00;@engiepartfr 3 fois que je repete toutes mes informations pour faire une fiche client et c'est si complique que ca nlordinateur ne marche pas c'est quoi une entreprise des annees 40;NEUTRE;Demande d'information;181
2024-03-04 09:42:43+00:00;@engiepartfr vous repondez quand au telephone plus de 20 m’ que j attends en ligne;URGENT;Panne;82
2024-03-04 16:33:29+00:00;@engiepartfr pourquoi sur mon espace client mon ancienne adresse de domicile est toujours mentionnee comme lieu de consommation malgre avoir fait la procedure de changement d'adresse sur l'application combien de temps ca prend pour faire le changement;IMPORTANT;Problèmes de Facturation;251
2024-03-05 10:43:55+00:00;@engiegroup @engiepartfr vous pouvez me rappeler le prix du kwh nj'ai du louper un truc;IMPORTANT;Problèmes de Facturation;87
2024-03-05 21:52:30+00:00;donc @engiepartfr qui m'envoie un nouvel echeancier avec la revalorisation des prix et donc qui passe de 48 a 75 par mois le plus que je consomme dans l'annee c'est en decembre et janvier la je depasse les 55 mais sinon je suis en dessous des 50 voir meme 40;IMPORTANT;Problèmes de Facturation;258
2024-03-06 09:02:30+00:00;vrai ou faux nnil est preferable d’utiliser le gros electromenager tel que le lave-linge ou le lave-vaisselle en heure creuse nnla reponse dans quelques jours sur @engiepartfr;IMPORTANT;Délais d'Intervention;175
2024-03-06 20:58:12+00:00;@engiepartfr est-ce normal que le prix de ma consommation du mois de fevrier etait de 45euro il y’a 2 jours et aujourd’hui 77 euros comme par magie je paye un kwh a 044 cts d’euros alors que mon contrat de base est de 022cts kwh;IMPORTANT;Problèmes de Facturation;228
2024-03-07 13:42:55+00:00;@engiepartfr nous on a consomme moins que l'annee derniere on a paye plus de 100 en plus sur la facture pour la meme periode ca va bien pour vous il va ou le pognon;IMPORTANT;Problèmes de Facturation;164
2024-03-08 07:22:08+00:00;@engiepartsav bonjour je viens de consulter ma consommation sur l’application mais je pense qu’il y a un probleme pourriez vous me contacter svp merci;IMPORTANT;Service Client Injoignable;150
2024-03-08 08:23:27+00:00;@engiepartsav il faut combien de temps a votre agence de grand marseille pour rappeler ses clients plus d’un mois que j’attends malgre plusieurs appels a vos conseillers le montant de la facture a bien ete debite sous 24h pourtant;IMPORTANT;Problèmes de Facturation;230
2024-03-08 10:18:59+00:00;@engiepartsav suite a un recent demenagement mon contrat electrique fourni bien la bonne adresse du nouveau domicile mais sur mon espace client ca affiche toujours l'ancienne adresse pourriez-vous regler le probleme;IMPORTANT;Problèmes de Facturation;215
2024-03-08 14:57:50+00:00;@engiepartfr cela fait 6 mois que j'ai demenage de chez mon ex et que j'ai demande a engie de supprimer mon e-mail associee a son adresse aujourd’hui ils ont supprime l’adresse mais ils n'arrivent pas a activer mon espace personnel;IMPORTANT;Délais d'Intervention;231
2024-03-08 14:57:52+00:00;la conseillere me demande de creer une nouvelle adresse e-mail ce que je trouve ridicule de plus lorsque je demande mes heures creuses on me dit qu'il n'y a qu'un creneau de 23h a 7hnla on me demande de patienter ca fait 1h que je patiente @engiepartfr @fondationengie;NEUTRE;Demande d'information;268
2024-03-08 18:55:26+00:00;@engiepartfr ca fait 4 fois que je vous appelle pour un pb de facture a chaque fois on me dit ok et c'est tjrs pas fait faut connaitre qui pour que le souci soit regle;IMPORTANT;Problèmes de Facturation;167
2024-03-10 12:41:54+00:00;@engiepartfr sur mon contrat il est bien indique que de 07/23 a 07/24 le prix du kwh pour la fourniture ne doit pas evoluer donc il devrait etre a 012634 ht or il ne cesse d'evoluer pour arriver aujourd’hui au prix de 01855ht je demande a etre regularisee;IMPORTANT;Problèmes de Facturation;255
2024-03-10 18:24:30+00:00;@engiepartfr j’ai souscrit un contrat en 07/23 indiquant que le prix de la conso fourniture en kwh doit etre fixe a 012634 ht pendant 1 an or depuis le 01/09 ce tarif ne cesse d’augmenter j’ai ecrit a vos conseillers qui font semblant de ne pas comprendre et mentent;IMPORTANT;Problèmes de Facturation;266
2024-03-11 19:28:45+00:00;@engiegroup @engiepartfr sachez que je vais pas payer votre facture scandaleuse de 616 que vous m’avez envoye hein;IMPORTANT;Problèmes de Facturation;114
2024-03-12 12:23:28+00:00;quand @engiepartfr te facture une somme qui arrive de nulle part et qu’il cherche la petite bete pour ne pas annuler la somme depuis quand on demande un releve de compte totale je sens que je vais en faire un tiktok avec mes 20k d’abonnes ca fera du bruit;IMPORTANT;Problèmes de Facturation;255
2024-03-12 16:17:45+00:00;bonjour @engiepartfr comment ca se passe quand on reserve la 1/2 journee a la maison car un technicien doit venir mais que ce dernier passe une bonne partie de l'apres-midi sur le parking a discuter avec son collegue et qui finalement n'est jamais venu;IMPORTANT;Délais d'Intervention;252
2024-03-13 14:44:13+00:00;bjr @engiepartfr pourquoi vous me surfacturez x3 ma conso electrique je suis fonctionnaire par millionnaire;IMPORTANT;Problèmes de Facturation;107
2024-03-13 15:48:35+00:00;@engiepartsav @engiepartfrn bonjour julian j’en suis a peu pres au 5eme mail envoye et au 18eme appel un rdv avait ete enfin fixe il vient d’etre annule je perds patience;IMPORTANT;Délais d'Intervention;170
2024-03-14 14:34:10+00:00;@engiepartfr sinon votre application est cense refonctionner quand ca fait 1 mois et demi qu'elle est inaccessible;IMPORTANT;Délais d'Intervention;114
2024-03-14 16:50:24+00:00;dites @engiepartfr il y a des gens a vos couleurs gilet badge qui font du porte a porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le departement de l'essonne 1/2;URGENT;Critique;271
2024-03-15 11:53:40+00:00;@engiepartfr c’est normal que je comprend rien a ma consommation nentre abonnement et conso c’est quoi la difference;IMPORTANT;Problèmes de Facturation;116
2024-03-15 15:48:15+00:00;tu sais quoi @engiepartfr on va faire un truc offre moi la corde ca ira plus vite vive les anxiolytiques tu m'expliques comment j ai utilise-33 d elec mais que j ai quasi 300 de plus a payer un jour je n'aurais plus la force vraiment;IMPORTANT;Délais d'Intervention;233
2024-03-18 11:38:28+00:00;@engiepartfr ma voisine a recu un appel telephonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit proprietaire mais lui repondant qu'elle n'est que locataire il lui raccroche au nez c'est votre facon de faire ou bien;URGENT;Panne;248
2024-03-18 19:11:43+00:00;@engiepartfr ca ne vous derange pas de me placer 43 d'augmentation sur le kwh en deux mois deux appels avec vos conseillers bien eduques pour repondre de maniere evasive nnnnnn@ufcquechoisir;IMPORTANT;Problèmes de Facturation;190
2024-03-19 10:01:56+00:00;@engiepartfr moins 13 de consommation et facture plus que double du vol pour et simple;IMPORTANT;Problèmes de Facturation;86
2024-03-19 12:23:47+00:00;@engiepartfr sont des voleurs et ils trafiquent les donnees je vous deconseille ce fournisseurnexemple mon suivi en octobre m'indique une economie de 90 et hop engie passe par la plus riennnous avons un systeme en temps reel maintenant et bizarrement rien n'ai coherent;URGENT;Critique;269
2024-03-19 15:13:27+00:00;l’application @engiepartfr est toujours a la ramasse quand est ce qu’on passe a la vitesse superieure dites nous vite;IMPORTANT;Délais d'Intervention;117
2024-03-20 08:44:05+00:00;@engiepartfr dites j'agis avec engie vous voulez pass reparer ma clim ca fait des mois que j'attends et que je rappelle sans resultat bravo l'action;IMPORTANT;Délais d'Intervention;148
2024-03-21 10:54:14+00:00;@engiepartfr a quand le retour de l'espace client sur votre site;URGENT;Panne;64
2024-03-21 13:54:01+00:00;c’est moi ou le prix de l’electricite a augmente en mars je paie autant que lorsqu’on mon chauffage etait allume alors que je l’ai eteint il y a 4 jours @engiepartfr;IMPORTANT;Problèmes de Facturation;165
2024-03-22 07:15:35+00:00;@engiepartfr @maisontravaux comment se fait-il quegaziniere a une odeur jamais observee les annees auparavant j'aimerai explication nidem chauffagequalite diluee etcompteur tourne pareil @60millions @ufcquechoisirnles jeunes de- de 30a ne peuvent savoir avant edf-gdf tenait sur la meme facture;IMPORTANT;Problèmes de Facturation;294
2024-03-22 14:43:26+00:00;bonjournc'est vous @engiepartfr ou @engiepartsav au bout de ce numero ou est ce une arnaque qui tente de se faire passer pour vous nnmerci pour votre retour rapide;IMPORTANT;Délais d'Intervention;163
2024-03-23 11:26:06+00:00;@engiepartsav bonjournce n'etait pas le sens de ma questionnnreconnaissez vous dans ce sms vos methodes votre numero de telephone dois je faire confiance a ce sms nnsur certains sites le numero de telephone est associe a des arnaques / demarchage d'ou ma question;IMPORTANT;Délais d'Intervention;263
2024-03-23 21:32:53+00:00;et bien sur en ce moment je n'ai d'aide de personne ya pas un cheque energie @engiepartfr je me fait allumer tout les mois a payer 100 balles c'est plus possible c'est trop cher;IMPORTANT;Délais d'Intervention;177
2024-03-25 08:27:04+00:00;comment paye sa la alors que mon frigo est vide @engiepartfr le prix augmente tout le temps moi je n'y arrive pas;IMPORTANT;Problèmes de Facturation;113
2024-03-25 12:17:29+00:00;@engiepartfr qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat elec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte reecoutez l'appel et vous verrez bien que vous etes des escrocs;IMPORTANT;Problèmes de Facturation;255
2024-03-25 12:46:08+00:00;@engiegroup pire fournisseur d’electricite 4 mois de demarches et ils annulent un contrat alors que je demande juste une mensualisation nje me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien n on vous recontacte dans deux semaines;IMPORTANT;Délais d'Intervention;259
2024-03-26 14:05:50+00:00;@engiepartfr @lacsf vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer on a jamais eu droit au bouclier energie vous etes une source d'anxiete immense dans mon foyer je me tire;NEUTRE;Demande d'information;290
2024-03-26 14:10:27+00:00;@engiepartfr @lacsf awi et vous ne vous genez pas pour nous enterrer un peu en me balancant un mail pour m'annoncer que vous ajoutez 213 euros a nos mensualites bah en fait c'est non bye;URGENT;Panne;186
2024-03-27 07:18:17+00:00;in a stalemate since 12 dec with @engiepartfr and @grdf - smart gas meter is miscalibrated amp they require me to fix it 12 hours in customer service calls and we are still not fixed keep saying they will fait le necessaire but then cancel each other's service calls - help;URGENT;Panne;273
2024-03-27 08:18:55+00:00;@engiepartfr etes vous sur de vos donnees nsi je recois une facture plus elevee il me faudra des explications;IMPORTANT;Problèmes de Facturation;109
2024-03-27 15:17:34+00:00;@engiepartfr j'ai regarde en detail et c'est la facture d'instalation mais ca fait peur ca va pas de dire qu'il y a eu un echange alors que non;IMPORTANT;Problèmes de Facturation;143
2024-03-27 16:23:38+00:00;@engiepartfr @grdf nnalerte ne pas choisir cette entreprise pour le changement de gaz obligatoire nnous sommes prives d’eau chaude et de chauffage depuis ce vendredi 23/03 a 16h il fait 16 chez moingrdf mandate cette entreprise pour effectuer les reglages necessaire;URGENT;Critique;266
2024-03-28 07:05:45+00:00;@engiepartfr qui coupe mon contrat d’electricite et de gaz 2 semaine trop tot quelle honte je le retrouve avec un bb sans gaz et sans electricite mon frigo plein qui va finir a la poubelle je fonce deposer une plainte immediate;IMPORTANT;Problèmes de Facturation;227
2024-03-30 16:11:17+00:00;@engiepartfr bonjour je souhaiterai voir pour basculer l’electricite chez vous vous pouvez vous me donner une estimation mensuelle svp;IMPORTANT;Délais d'Intervention;134
2024-04-01 20:03:00+00:00;bon @engiepartfr vous m'avez augmente a 75 de facture sur quelle base d'estimation le mois de janvier etait celui ou j'ai le plus consomme 60 abonnement compris donc faut expliquer ou comment vous faites vos estimations je serais heureuse de le savoir;IMPORTANT;Problèmes de Facturation;251
2024-04-02 11:36:57+00:00;@engiepartsav en revanche je peux planifier un rdv pour le 17 avril si je cree un nouveau contrat une honte;NEUTRE;Demande d'information;107
2024-04-02 15:20:26+00:00;c'est beau @engiepartfr de faire appel aux etrangers pour gerer les appels mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient meme pas vers quelqu'un qui comprend mieux et raccrochent;NEUTRE;Demande d'information;219
2024-04-02 17:07:38+00:00;le daron a souscrit un contrat d'entretien pac chez @engiepartsav dans ce thread je vous partage ses galeresn;IMPORTANT;Problèmes de Facturation;109
2024-04-02 17:07:41+00:00;du coup deux jours apres la visite de routine du technicien le daron est a l'eau froide et gere la regulation thermique de sa maison au disjoncteur merci @engiepartsav;IMPORTANT;Délais d'Intervention;167
2024-04-03 10:37:05+00:00;@geoffjentry @engiepartsav still no power my 6 year old has now fallen sick and today @engiepartsav tells me no @grdf says no problem with my smart meter so they won't do anything for me until i pay 3000 euro more they will not confirm the meter - seems their system will not let them see my photos;URGENT;Panne;298
2024-04-03 14:13:34+00:00;@engiepartfr nvous trouvez ca normal d’avoir 2000 de regularisation de octobre 2023 a mars 2024 en ayant 60m2 et ne chauffant que le strict minimum des voleurs pareil jamais vu personnel au telephone incompetente on mange des cailloux le mois prochain;IMPORTANT;Délais d'Intervention;251
2024-04-03 15:43:04+00:00;@engiepartfr 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudiere;URGENT;Panne;96
2024-04-03 16:28:21+00:00;@engiepartfr vous etes vous fait pirater vos donnees ou bien vendez vous nos datas nje recois plein de sms de numeros non commerciaux et la facon dont ils m’interpellent noms accoles de la colloc il n’y a que chez vous que je suis enregistree ainsi c’est juste intolerable;URGENT;Panne;272
2024-04-03 17:57:36+00:00;bravo @engiepartfr vous etes tellement des escrocs entre juin 2023 et aujourd'hui je vous ai appele 17 fois 17 fois on m'a promis de me rapeller pour regler ma situation ca n'est jms arrive aucun respect pour vos clients;IMPORTANT;Délais d'Intervention;220
2024-04-04 05:30:52+00:00;@engiepartfr donc envie definitivement classer dans la categorie voleur une telle facture pour ma mere en invalidite donc meme pas sur de pouvoir la payer pour un kilowattheure a 040njamais avertis via le site site qui parle de 021 merci au service client pareil;IMPORTANT;Problèmes de Facturation;262
2024-04-04 09:18:26+00:00;@engiepartfr a fuir bande d’incompetents j'etais mensualise et engie a arrete sans raison la mensualisation a la fin j' ai eu une grosse facture a payer pour compenser engie m' a promis un geste commercial baisse de 2500 que je n' ai jamais recu;IMPORTANT;Problèmes de Facturation;245
2024-04-05 08:11:41+00:00;@cathmacgregor @engiechile @engiegroup sans un appel d'un responsable je considere engie comme une boite mafieuse j'insiste mafieuse je repete mafieuse deja condamnee;URGENT;Panne;166
2024-04-06 08:46:03+00:00;facture exorbitante d'electricite de ma fille etudiante j'appelle @engiepartfr pour essayer de comprendre zero detail zero explication a part un cours theorique sur le kwh je demande un detail conso on me dit que ca coute 2 par mois;IMPORTANT;Problèmes de Facturation;232
2024-04-07 18:27:38+00:00;bonjour @engiepartfr pouvez vous m'expliquer s'il vous plait a quoi correspondent les gros pics de consommation d'electricite que j'ai en journee vers 18h00 et 21h00nj'ai juste un frigo qui consomme en continue et un ordinateur qui fait de meme sauf la nuit;IMPORTANT;Problèmes de Facturation;257
2024-04-08 10:24:52+00:00;c'est qui ce 33662563637 qui pretend etre mon fournisseur d'energie mais ignore ou j'habite et qui en plus me parle d'aide aux panneaux photovoltaiques alors que @engiepartfr sait que j'habite en hlm bref n bloque mais pourrait m'eviter d'avoir a le faire;URGENT;Critique;255
2024-04-08 14:47:55+00:00;le prix au kwh a ete multiplie par 2 et meme par un peu plus que 2 pour les heures creuses @engiepartfr vous etes des voleurs mais comme nous avons egalement un gouvernement de voleurs c'est logique qu'il vous laisse faire;IMPORTANT;Problèmes de Facturation;222
2024-04-08 15:39:46+00:00;@engiepartfr nnbonjour le 01/02/2024 nous avons eu la desagreable surprise de voir le prix du kwh d electricite de mon contrat passer de 020e ttc a 037euros soit presque 100 d augmentation et cela sans nous alerter ni par telephone et par mail;IMPORTANT;Problèmes de Facturation;243
2024-04-09 10:17:25+00:00;salut @engiepartfr j’entame mon 12eme jour sans electricite j’suis jiri prochazka moi;IMPORTANT;Délais d'Intervention;85
2024-04-09 16:51:09+00:00;@engiepartfr @engiegroup est ce normal de poireauter 2 x 25 minutes sur le 0969321953 3 minutes annoncees tout ca pour modifier un nom sur un contrat ah oui nous avons ete sur notre espace personne service clients aux abonnes absents;NEUTRE;Demande d'information;233
2024-04-10 12:43:53+00:00;@engiepartfr merci de dire a vos demarcheurs sur le mans d'arreter de se faire passer pour des agents d'entretien du reseau electriquenje ne suis pas chez vous pour l'electricite et je ne compte a souscrire a vos pseudos offres bouclier tarifairenla malhonnetete est dingue;IMPORTANT;Problèmes de Facturation;273
2024-04-11 15:25:01+00:00;merci @engiepartfr sa devient du luxefaire a mangelaver eau prepare les bougies;URGENT;Panne;79
2024-04-11 16:05:44+00:00;super quand tu recois une facture de regularisation de 850 euros de la part de @engiepartfr avec des mensualisations qui montent de 130 euros a 275 euros par mois tu m'etonne que des gens se retrouvent sdf du jour au lendemain @zoesagan et le bouclier tarifaire dans tout ca;IMPORTANT;Problèmes de Facturation;274
2024-04-12 12:27:30+00:00;@engiepartfr ils sont forts quand meme ils ont souscrit d'eux-memes un contrat a mon nom alors que je suis chez @edfofficiel et la ils me mettent en recouvrement alors que j'ai jamais ete client chez euxnnet la meuf au telephone a le culot de me dire ca va 100 c'est rien;IMPORTANT;Problèmes de Facturation;271
2024-04-15 09:58:00+00:00;@engiepartfr bonjour comment faire etant client et oblige de partir a l'etranger s v p clouturer le service merci;IMPORTANT;Délais d'Intervention;113
2024-04-15 21:31:07+00:00;janvier 286 kw/h 66nmars 246 kw/h 69 nn@engiepartfr;URGENT;Panne;51
2024-04-16 06:23:14+00:00;@engiepartfr nfuyez societe d'incompetents suite a une erreur de facturation engie m' avait promis de faire un geste commercial et il ne l' a jamais tenu un conseilnallez chez vattenfal qui 5 moins cher et le service client est plus competent verifiez avec hello watt;IMPORTANT;Problèmes de Facturation;267
2024-04-16 08:31:03+00:00;@engiepartfr comment un contrat de particulier peut etre resilie sans le consentement ni aucune faute de sa part n;IMPORTANT;Problèmes de Facturation;114
2024-04-16 14:30:48+00:00;@vinceb29 @engiepartfr @ufcquechoisir bonjournje suis dans la meme merde 2 mois que je paye une augmentation avec un prix qui passe de 020 a 038 sans avertissement avez vous trouvez un recours ou juste resilier nmerci a vous;IMPORTANT;Problèmes de Facturation;224
2024-04-17 07:26:46+00:00;@engiepartfr fuyez engie nul a chiernj'ai une tres petite retraite j'avais demande la mensualisation tout allez bien quand engie a subitement arrete la mensualisation au bout d'un an j' ai eu une enorme facture a payer d' un coupnsociete d' incompetents;IMPORTANT;Problèmes de Facturation;253
2024-04-17 16:05:41+00:00;ah ouais le service client @engiepartfr c’est quelques choses de dingue nnun service a la hauteur de leur connerie pfff;NEUTRE;Demande d'information;119
2024-04-17 19:10:10+00:00;je viens de verifier et ah bah merde alors d'un coup je passe de 52 a 70 pour le mois de mars alors qu'on est mi avril donc meme le mois entame ont consomme encore pour le mois precedent je veux bien une explication la @engiepartfr @engiegroup;IMPORTANT;Délais d'Intervention;243
2024-04-18 07:39:22+00:00;@engiepartfr fuyez engie societe d' incompetents octobre ma chaudiere est tombe en panne 4 interventions en 4 mois ils ont reussi a reparer interventions 111023-120124-170124-260124 c'est sur la derniere qu' ils ont change les pieces 4 mois ou je me suis gele le cul;IMPORTANT;Délais d'Intervention;266
2024-04-21 19:11:50+00:00;encore une arnaque signee @engiepartfr le tarif week-end qui apres 3 tentatives d'inscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais service clients engie peut vous le proposer inacceptable;IMPORTANT;Service Client Injoignable;238
2024-04-22 08:40:48+00:00;@engiepartfr 1/jour l’abonnement de gaz passage de 252/an en 2022 a 365 en 2024 soit 44 comment arrivez vous a justifier cette hausse en 2 ans;IMPORTANT;Problèmes de Facturation;142
2024-04-23 05:08:06+00:00;c’est quoi cette augmentation d’abonnement de 20 @dgccrf @tf1 @engiepartfr @afpfrninadmissible;IMPORTANT;Problèmes de Facturation;94
2024-04-23 10:30:25+00:00;enorme compte @engiepartfr fermendepuis 1 semaines facture inaccessible prelevement sur les mauvais comptes combien de temps on va supporter cette merdesi c’est ca je resilie et je vais ailleurs 10 ans que je suis client merde;IMPORTANT;Problèmes de Facturation;226
2024-04-24 06:08:02+00:00;il va falloir que l'on m'explique comment @engiepartfr arrive a me faire une mensualisation a 30712 x11 ce qui donne 3 37832 ca fait 1000 par rapport a ce que je paie cette annee 2 38088 1/2;URGENT;Panne;190
2024-04-25 16:14:38+00:00;y'a @engiepartfr qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses contrat auquel on a jamais souscrit j'ai l'impression d'etre dans un sketch on continue de me facturer tous les mois ce contrat tout en me disant qu'on va me;IMPORTANT;Problèmes de Facturation;271
2024-04-26 21:43:54+00:00;@engiepartfr le pire service qui puisse exister sur cette terre;URGENT;Panne;63
2024-04-30 19:02:34+00:00;merci qui naugmentation du gaz nn@engiepartfr;IMPORTANT;Problèmes de Facturation;45
2024-05-02 12:05:27+00:00;merci @engiepartfr 1082 ht sur l'abonnement et 1306 ht sur le prix du kwh au 1er juillet prochain continuez c'est open bar;IMPORTANT;Problèmes de Facturation;122
2024-05-02 17:37:14+00:00;dites @engiepartfr ca ne vous derange pas de couper le gaz chez vos clients sans preavis pour de soi-disant factures impayees mettre plusieurs jours pour redonner acces au gaz et ne faire aucun geste commercial lorsqu'il a ete prouve que les factures ont bel et bien ete payees;IMPORTANT;Problèmes de Facturation;277
2024-05-02 17:37:15+00:00;@engiepartfr c'est quoi ca les autres dites rien ndans le doute le lien d'ou viennent les captures d'ecran;URGENT;Panne;106
2024-05-03 05:41:54+00:00;bonjour @engiepartfr @engiegroup pouvez-vous m'expliquer pourquoi dans mon suivi le montant des conso des mois precedents vient d'augmenter en catimini npour le gaz 20 en janvier par exemplenc'est normal;IMPORTANT;Délais d'Intervention;203
2024-05-03 05:46:27+00:00;@engiepartfr @engiegroup idem en novembre ou ma conso d'electricite prend 25 entre ce que vous m'annonciez a l'epoque dans ma conso mensuelle et ce qui apparait aujourd'hui non en parle @engiepartsav;IMPORTANT;Délais d'Intervention;199
2024-05-03 16:01:03+00:00;@engiepartfr poste 2 donc j'ai du refaire une demande par internet vous ne maitrisez absolument pas le numerique c'est affolant;NEUTRE;Demande d'information;127
2024-05-06 07:04:57+00:00;passer de 015 cts le kw/h a plus de 022cts le kw/h la bonne surprise de engie soit disant une mise a jour a ete faite sur la conso le 2 mai j’avais une facture de 134 pour avril et le 3 mai je me retrouve a devoir 194 @engiepartfr @cnews @bfmtv @tpmp 1/2;IMPORTANT;Problèmes de Facturation;254
2024-05-06 07:58:36+00:00;@engiepartfr je peux savoir pourquoi j’ai pas acces a mes factures mensuelles;IMPORTANT;Problèmes de Facturation;77
2024-05-08 11:59:03+00:00;pardon j’ai bien lu la c’est quoi encore cette augmentation de tare @engiepartfr;IMPORTANT;Problèmes de Facturation;80
2024-05-11 10:27:13+00:00;@engiepartfr on fait comment nvous faites une erreur de facturation et la personne que nous appelons nous oblige a payer l'integralite de la somme c'est une blague;IMPORTANT;Problèmes de Facturation;163
2024-05-11 10:41:06+00:00;je remarque que le prix du kwh electrique augmente de mois en moisnn- aujourd'hui 022 nn- avril 019n- mars 017n- fev 017n- jan 015n- dec 23 015n- dec 22 016n- dec 21 015nnidem pour l'abonnement qui passe 134 a 1637 nn@engiepartfr @engiegroup;IMPORTANT;Problèmes de Facturation;241
2024-05-13 08:04:55+00:00;@festimagesnatur @engiepartfr depuis mon renouvellement de contrat j ai une ligne consommation obligation pour le gaz 001319 tva et l electricite 001307 tva ayant partage avec des connaissances clients engie fort de constater que je suis le seul dans ce cas et vous;IMPORTANT;Problèmes de Facturation;265
2024-05-13 09:18:20+00:00;bonjour @engiepartfr ca fait plus de 10 min que j’attends au telephone pour modifier la date de rdv avec le technicien votre site etant en maintenance depuis une semaine nnon peut modifier ca en dm merci @engiegroup;IMPORTANT;Délais d'Intervention;215
2024-05-13 11:32:47+00:00;bonjour @engiepartsav @engiepartfr j'ai un probleme assez urgent et votre chat ne marche pas sur le site serait-il possible d'avoir un conseiller relativement vite s'il vous plait;URGENT;Critique;179
2024-05-14 16:35:38+00:00;@engiepartfr @engiegroup qui force ses clients a paye sans etre prevenu evidemment c’est hallucinant non augmente la mensualite sans me prevenir et quand je demande une explication on ne m’en donne pas;NEUTRE;Demande d'information;201
2024-05-15 06:30:09+00:00;@engiepartfr me prelever 400 balles sans me prevenir et ne me fournissant plus d’acces a mon espace client c’est normal 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente d’etre partie de chez vous;IMPORTANT;Problèmes de Facturation;242
2024-05-16 09:00:40+00:00;recu nouveau prix de @engiepartfr merci je paierai pas et j’ouvre a un faux nom fini d’etre votre pigeonne;IMPORTANT;Problèmes de Facturation;106
2024-05-16 11:23:44+00:00;@engiepartfr @bfmtv l'estimation de ma mensualite etait de 65 euros quand j'ai souscrit mon contrat chez @engie montant sensiblement identique a celui que je payais chez;NEUTRE;Demande d'information;169
2024-05-16 11:23:45+00:00;aujourd'hui @engiepartfr m'informe que pour ne pas avoir un tres gros reajustement mes mensualites doivent passent a 175 euros je n'ai pas chauffe plus pas de nouvel appareil je vais aussi porter plainte aupres du mediateur de l'energie pour cette arnaque et quitter;IMPORTANT;Délais d'Intervention;266
