created_at;full_text;hour_of_publication;text_length;contains_keywords
2024-02-28 19:39:01+00:00;@engiepartfr @laudpsr réponse du sav d'engie : on vous recontactera pour planifier un dépannage... je fais comment avec un bébé et sans chauffage ?;19;147;0
2024-02-29 19:40:36+00:00;@engiepartfr , ma facture de février a augmenté de 100% /fev 23, avec un changement de tous mes chauffages, température 18 degrés. vous êtes de véritables escrocs !;19;164;1
2024-03-01 03:49:20+00:00;@engiepartfr vous faite mal votre boulot. c'est aberrant d'être dans cette situation.;3;85;0
2024-03-01 05:28:04+00:00;@engiepartfr salut engie ! comment ça va vous ? bien bien ? parce qu'en fait vous nous avez supprimé notre contrat gaz sans nous avertir, on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais d'abo et de souscription ?;5;262;0
2024-03-01 11:43:45+00:00;@engiepartfr \n@ engiepartsav\n@dgccfr\n@60millions\nengie l incompetence a un nom !! \npersonne d’assez compétent pour prendre en charge et assurer un suivi \nde leur numéro cristal à leur sav sur x\npar contre pour les prélèvements ils sont tous au rendez-vous !;11;264;0
2024-03-01 11:49:26+00:00;@engiepartfr \n@ engiepartsav\n@dgccfr\n@60millions\nengie l incompetence a un nom !!\nharcelement, incompetence de votre part à l’encontre d’une personne de 75 ans depuis le 8 août 2023 alors que les dysfonctionnements ne sont que de votre part;11;245;1
2024-03-01 11:53:01+00:00;@avanakama @engiepartfr @engiepartfr \n@ engiepartsav\n@dgccfr\n@60millions\nengie l incompetence a un nom !! \nfranchement, on a les mêmes soucis que vous, et on est pas les seuls, aux dires de beaucoup de gens qui nous entourent \nc’est une honte;11;248;1
2024-03-01 12:31:49+00:00;@grdf @engiepartfr since 2017 je vous répète que je n'ai pas de gaz. je n'ai même aucun contrat gaz chez vous ni ailleurs. vous allez comprendre a quelle heure ?? c'est du harcèlement mail et physique. je vais vous denoncer à @gdarmanin;12;236;0
2024-03-03 18:40:57+00:00;@brunolemaire 158 euros pour 1 t3 ??? j'ai envie d'insulter toutes ta famille sur plusieurs générations !!! toi et toutes ta clique de @renaissance et @emmanuelmacron vous me dégoûté ..... @engiepartfr je vait vite me barré , bande de voleurs;18;242;0
2024-03-04 09:09:00+00:00;@engiepartfr 3 fois que je répète toutes mes informations pour faire une fiche client et c'est si compliqué que ca ? \nlordinateur ne marche pas ?????? c'est quoi ??? une entreprise des années 40 ?????;9;201;0
2024-03-04 09:42:43+00:00;@engiepartfr vous répondez quand au téléphone ? plus de 20 m’ que j attends en ligne;9;84;0
2024-03-04 16:33:29+00:00;@engiepartfr pourquoi sur mon espace client, mon ancienne adresse de domicile est toujours mentionnée comme lieu de consommation, malgré avoir fait la procédure de changement d'adresse sur l'application ? combien de temps ça prend pour faire le changement ?;16;257;0
2024-03-05 10:43:55+00:00;@engiegroup @engiepartfr vous pouvez me rappeler le prix du kwh ?\nj'ai dû louper un truc;10;89;0
2024-03-05 21:52:30+00:00;donc @engiepartfr qui m'envoie un nouvel échéancier avec la revalorisation des prix et donc qui passe de 48€ à 75€ par mois... le plus que je consomme dans l'année c'est en décembre et janvier, la je dépasse les 55€ mais sinon je suis en dessous des 50€ voir même 40€...;21;270;0
2024-03-06 09:02:30+00:00;✅❌ vrai ou faux ?\n\nil est préférable d’utiliser le gros électroménager, tel que le lave-linge ou le lave-vaisselle, en heure creuse 🤔\n\nla réponse dans quelques jours sur @engiepartfr ! 😉;9;190;0
2024-03-06 20:58:12+00:00;@engiepartfr est-ce normal que le prix de ma consommation du mois de février était de 45euro il y’a 2 jours et aujourd’hui 77 euros ?! comme par magie ? je paye un kwh à 0,44 cts d’euros alors que mon contrat de base est de 0,22cts kwh.;20;236;0
2024-03-07 13:42:55+00:00;@engiepartfr nous on a consommé moins que l'année dernière. on a payé plus de 100€ en plus sur la facture. pour la même période. ça va bien pour vous ? il va où le pognon ?;13;172;1
2024-03-08 07:22:08+00:00;@engiepartsav bonjour je viens de consulter ma consommation sur l’application mais je pense qu’il y a un problème. pourriez vous me contacter svp? merci;7;152;1
2024-03-08 08:23:27+00:00;@engiepartsav il faut combien de temps à votre agence de grand marseille pour rappeler ses clients? plus d’un mois que j’attends malgré plusieurs appels à vos conseillers. le montant de la facture a bien été débité sous 24h pourtant 🧐;8;234;1
2024-03-08 10:18:59+00:00;@engiepartsav suite a un recent déménagement, mon contrat électrique fourni bien la bonne adresse du nouveau domicile, mais sur mon espace client ça affiche toujours l'ancienne adresse. pourriez-vous régler le problème ? ?;10;222;1
2024-03-08 14:57:50+00:00;@engiepartfr , cela fait 6 mois que j'ai déménagé de chez mon ex et que j'ai demandé à engie de supprimer mon e-mail associée à son adresse. aujourd’hui , ils ont supprimé l’adresse, mais ils n'arrivent pas à activer mon espace personnel.;14;238;0
2024-03-08 14:57:52+00:00;la conseillère me demande de créer une nouvelle adresse e-mail, ce que je trouve ridicule. de plus, lorsque je demande mes heures creuses, on me dit qu'il n'y a qu'un créneau de 23h à 7h\nla on me demande de patienter . ça fait 1h que je patiente @engiepartfr @fondationengie;14;275;0
2024-03-08 18:55:26+00:00;@engiepartfr ça fait 4 fois que je vous appelle pour un pb de facture. à chaque fois on me dit ok et c'est tjrs pas fait. faut connaître qui pour que le souci soit réglé ?????;18;175;1
2024-03-10 12:41:54+00:00;@engiepartfr sur mon contrat, il est bien indiqué que de 07/23 à 07/24, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 € ht, or, il ne cesse d'évoluer pour arriver aujourd’hui au prix de 0,1855€ht ! je demande à être régularisée.;12;268;0
2024-03-10 18:24:30+00:00;"@engiepartfr j’ai souscrit un contrat en 07/23 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0,12634€ ht pendant 1 an ; or, depuis le 01/09, ce tarif ne cesse d’augmenter !! j’ai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent !";18;277;0
2024-03-11 19:28:45+00:00;@engiegroup @engiepartfr sachez que je vais pas payer votre facture scandaleuse de 616€ que vous m’avez envoyé hein;19;115;2
2024-03-12 12:23:28+00:00;quand @engiepartfr te facture une somme qui arrive de nulle part et qu’il cherche la petite bête pour ne pas annuler la somme. depuis quand on demande un relevé de compte totale. je sens que je vais en faire un tiktok avec mes 20k d’abonnés ça fera du bruit;12;257;1
2024-03-12 16:17:45+00:00;bonjour @engiepartfr. comment ça se passe quand on réserve la 1/2 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'après-midi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ?;16;258;0
2024-03-13 14:44:13+00:00;bjr @engiepartfr pourquoi vous me surfacturez x3 ma conso électrique ??? je suis fonctionnaire par millionnaire;14;111;1
2024-03-13 15:48:35+00:00;@engiepartsav @engiepartfr\n bonjour julian, j’en suis à peu près au 5eme mail envoyé et au 18eme appel. un rdv avait été enfin fixé, il vient d’être annulé. je perds patience !!!;15;179;0
2024-03-14 14:34:10+00:00;@engiepartfr sinon votre application est censé refonctionner quand ?? ça fait 1 mois et demi qu'elle est inaccessible !!!;14;121;0
2024-03-14 16:50:24+00:00;dites @engiepartfr, il y a des gens à vos couleurs (gilet, badge) qui font du porte à porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne (1/2);16;277;0
2024-03-15 11:53:40+00:00;@engiepartfr c’est normal que je comprend rien à ma consommation ?\nentre abonnement et conso c’est quoi la différence ?;11;120;0
2024-03-15 15:48:15+00:00;tu sais quoi @engiepartfr on va faire un truc. offre moi la corde ça ira plus vite. vive les anxiolytiques. tu m'expliques comment j ai utilisé-33% d élec mais que j ai quasi 300€ de plus à payer ? un jour je n'aurais plus la force, vraiment.;15;242;0
2024-03-18 11:38:28+00:00;@engiepartfr ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ?;11;251;0
2024-03-18 19:11:43+00:00;@engiepartfr ça ne vous dérange pas de me placer 43% d'augmentation sur le kwh en deux mois? deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. 😡😡\n#électricité\n#consommateur\n#énergie\n#engie\n#arnaque\n@ufcquechoisir;19;248;0
2024-03-19 10:01:56+00:00;@engiepartfr moins 13% de consommation et facture plus que doublé, du vol pour et simple !!!;10;92;1
2024-03-19 12:23:47+00:00;@engiepartfr sont des voleurs et ils trafiquent les données. je vous déconseille ce fournisseur.\nexemple mon suivi en octobre m'indique une économie de 90€ et hop engie passe par là plus rien😡🤬\nnous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent!;12;277;0
2024-03-19 15:13:27+00:00;l’application @engiepartfr est toujours à la ramasse. quand est ce qu’on passe à la vitesse supérieure dites nous vite ?;15;120;0
2024-03-20 08:44:05+00:00;@engiepartfr dites , j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... bravo l'action...;8;160;0
2024-03-21 10:54:14+00:00;@engiepartfr a quand le retour de l'espace client sur votre site ?;10;66;0
2024-03-21 13:54:01+00:00;c’est moi ou le prix de l’électricité a augmenté en mars ? je paie autant que lorsqu’on mon chauffage était allumé alors que je l’ai éteint il y a 4 jours ..? @engiepartfr;13;171;0
2024-03-22 07:15:35+00:00;@engiepartfr @maison_travaux comment se fait-il que🔥gazinière a une odeur jamais observée les années auparavant ? j'aimerai explication ?\nidem chauffage🔥qualité diluée et,compteur tourne pareil ? @60millions @ufcquechoisir\nles jeunes de- de 30a ne peuvent savoir, avant edf-gdf tenait sur la même facture...;7;309;1
2024-03-22 14:43:26+00:00;bonjour.\nc'est vous @engiepartfr ou @engiepartsav au bout de ce numéro ?? ou est ce une arnaque qui tente de se faire passer pour vous ??\n\nmerci pour votre retour rapide.;14;173;0
2024-03-23 11:26:06+00:00;@engiepartsav bonjour,\nce n'était pas le sens de ma question.\n\nreconnaissez vous dans ce sms, vos methodes ? votre numero de téléphone ? dois je faire confiance a ce sms ??\n\nsur certains sites, le numéro de téléphone est associé a des arnaques / démarchage... d'ou ma question...;11;284;0
2024-03-23 21:32:53+00:00;et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie @engiepartfr , je me fait allumer tout les mois à payer 100 balles ,c'est plus possible c'est trop cher ...;21;185;0
2024-03-25 08:27:04+00:00;comment payé sa la , alors que mon frigo est vide @engiepartfr ? le prix augmente tout le temps, moi je n'y arrive pas;8;118;0
2024-03-25 12:17:29+00:00;@engiepartfr qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. réécoutez l'appel et vous verrez bien que vous êtes des escrocs !;12;258;0
2024-03-25 12:46:08+00:00;@engiegroup pire fournisseur d’électricité ! 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. \nje me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien… \n« on vous recontacte dans deux semaines »;12;268;0
2024-03-26 14:05:50+00:00;@engiepartfr @la_csf vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. on a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. je me tire.;14;297;1
2024-03-26 14:10:27+00:00;@engiepartfr @la_csf awi, et vous ne vous gênez pas pour nous enterrer un peu + en me balançant un mail pour m'annoncer que vous ajoutez 213 euros à nos mensualités bah en fait c'est non bye 🧳👋;14;193;0
2024-03-27 07:18:17+00:00;"in a stalemate since 12 dec with @engiepartfr and @grdf - ""smart"" gas meter is miscalibrated &amp; they require me to fix it? 12+ hours in customer service calls and we are still not fixed. keep saying they will ""fait le necessaire"" but then cancel each other's service calls - help!";7;283;1
2024-03-27 08:18:55+00:00;@engiepartfr êtes vous sûr de vos données ?\nsi je reçois une facture plus élevée, il me faudra des explications.;8;113;1
2024-03-27 15:17:34+00:00;@engiepartfr j'ai regardé en détail et c'est la facture d'instalation. mais ça fait peur 😭 ça va pas de dire qu'il y a eu un échange alors que non ?;15;148;1
2024-03-27 16:23:38+00:00;@engiepartfr @grdf \n\nalerte ne pas choisir cette entreprise pour le changement de gaz obligatoire !\nnous sommes privés d’eau chaude et de chauffage depuis ce vendredi 23/03 à 16h , il fait 16° chez moi.\ngrdf mandate cette entreprise pour effectuer les réglages nécessaire;16;275;0
2024-03-28 07:05:45+00:00;@engiepartfr qui coupe mon contrat d’électricité et de gaz 2 semaine trop tôt! quelle honte !!! je le retrouve avec un bb sans gaz et sans électricité ! mon frigo plein qui va finir à la poubelle! je fonce déposer une plainte immédiate;7;235;0
2024-03-30 16:11:17+00:00;@engiepartfr bonjour, je souhaiterai voir pour basculer l’électricité chez vous, vous pouvez vous me donner une estimation mensuelle svp?;16;137;0
2024-04-01 20:03:00+00:00;bon @engiepartfr vous m'avez augmenté à 75€ de facture sur quelle base d'estimation ? le mois de janvier était celui où j'ai le plus consommé (60€ abonnement compris)... donc faut expliquer où comment vous faites vos estimations, je serais heureuse de le savoir...;20;264;1
2024-04-02 11:36:57+00:00;@engiepartsav en revanche je peux planifier un rdv pour le 17 avril si je crée un nouveau contrat ! une honte !!!!;11;114;0
2024-04-02 15:20:26+00:00;c'est beau @engiepartfr de faire appel aux étrangers pour gérer les appels. mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelqu'un qui comprend mieux et raccrochent ? 😡;15;224;0
2024-04-02 17:07:38+00:00;le daron a souscrit un contrat d'entretien pac chez @engiepartsav. dans ce thread je vous partage ses galères..\n🧵;17;114;0
2024-04-02 17:07:41+00:00;du coup, deux jours après la visite de routine du technicien, le daron est à l'eau froide et gère la régulation thermique de sa maison au disjoncteur. merci @engiepartsav;17;170;0
2024-04-03 10:37:05+00:00;"@geoffjentry @engiepartsav still no power, my 6 year old has now fallen sick, and today @engiepartsav tells me no, @grdf says no problem with my ""smart"" meter so they won't do anything for me until i pay 3000 euro more. they will not confirm the meter - seems their system will not let them see my photos.";10;305;0
2024-04-03 14:13:34+00:00;@engiepartfr \nvous trouvez ça normal d’avoir 2000€ de régularisation de octobre 2023 à mars 2024 en ayant 60m2 et ne chauffant que le strict minimum. des voleurs pareil jamais vu !!! personnel au téléphone incompétente, on mange des cailloux le mois prochain ??;14;262;0
2024-04-03 15:43:04+00:00;@engiepartfr 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudière....;15;100;0
2024-04-03 16:28:21+00:00;@engiepartfr vous êtes vous fait pirater vos données ou bien vendez vous nos datas ? \nje reçois plein de sms de numéros non commerciaux et la façon dont ils m’interpellent ( noms accolés de la colloc ) il n’y a que chez vous que je suis enregistrée ainsi. c’est juste intolérable;16;280;0
2024-04-03 17:57:36+00:00;bravo @engiepartfr, vous êtes tellement des escrocs. . entre juin 2023 et aujourd'hui, je vous ai appelé 17 fois. 17 fois on m'a promis de me rapeller pour régler ma situation. ça n'est jms arrivé. aucun respect pour vos clients. #engie #escroquerie #mensonge;17;259;0
2024-04-04 05:30:52+00:00;@engiepartfr donc envie définitivement classer dans la catégorie voleur? une telle facture pour ma mère en invalidité , donc même pas sûr de pouvoir la payer. pour un kilowattheure à 0,40!!!\njamais avertis via le site ( site qui parle de 0,21) merci au service client pareil!;5;276;2
2024-04-04 09:18:26+00:00;@engiepartfr a fuir bande d’incompétents. j'étais mensualisé et engie a arrêté sans raison la mensualisation à la fin j' ai eu une grosse facture à payer. pour compenser engie m' a promis un geste commercial baisse de 25,00€ que je n' ai jamais reçu;9;249;2
2024-04-05 08:11:41+00:00;@cathmacgregor @engiechile @engiegroup sans un appel d'un responsable, je considere engie comme une boite mafieuse !! j'insiste mafieuse !! je répète mafieuse (déjà condamnée ...);8;179;0
2024-04-06 08:46:03+00:00;facture exorbitante d'électricité de ma fille étudiante. j'appelle @engiepartfr pour essayer de comprendre. zéro détail, zéro explication à part un cours théorique sur le kwh. je demande un détail conso, on me dit que ça coûte 2€ par mois...;8;241;1
2024-04-07 18:27:38+00:00;bonjour @engiepartfr pouvez vous m'expliquer s'il vous plait à quoi correspondent les gros pics de consommation d'electricité que j'ai en journée vers 18h00 et 21h00?\nj'ai juste un frigo qui consomme en continue et un ordinateur qui fait de meme (sauf la nuit);18;261;0
2024-04-08 10:24:52+00:00;c'est qui ce +33662563637 qui prétend être mon fournisseur d'énergie mais ignore où j'habite ? et qui en plus me parle d'aide aux panneaux photovoltaïques alors que @engiepartfr sait que j'habite en hlm ? bref, n° bloqué mais #bloctel pourrait m'éviter d'avoir a le faire 😡;10;273;1
2024-04-08 14:47:55+00:00;le prix au kwh a été multiplié par 2 (et même par un peu plus que 2 pour les heures creuses). @engiepartfr vous êtes des voleurs, mais comme nous avons également un gouvernement de voleurs, c'est logique qu'il vous laisse faire.;14;228;0
2024-04-08 15:39:46+00:00;@engiepartfr \n\nbonjour , le 01/02/2024 ,nous avons eu la désagréable surprise de voir le prix du kwh d électricité de mon contrat passer de 0,20e ttc à 0,37euros soit presque 100% d augmentation et cela sans nous alerter ni par téléphone et par mail).;15;253;0
2024-04-09 10:17:25+00:00;salut @engiepartfr , j’entame mon 12eme jour sans électricité, j’suis jiri prochazka moi ?;10;90;0
2024-04-09 16:51:09+00:00;@engiepartfr @engiegroup , est ce normal de poireauter 2 x 25 minutes sur le 0969321953 (3 minutes annoncées) tout ça pour modifier un nom sur un contrat. ah oui nous avons été sur notre espace personne. service clients aux abonnés absents.;16;240;1
2024-04-10 12:43:53+00:00;"@engiepartfr merci de dire à vos démarcheurs sur le mans d'arrêter de se faire passer pour des agents d'entretien du réseau électrique.\nje ne suis pas chez vous pour l'électricité et je ne compte à souscrire à vos pseudos ""offres bouclier tarifaire"".\nla malhonnêteté est dingue.";12;280;1
2024-04-11 15:25:01+00:00;merci ⁦@engiepartfr⁩ sa devient du luxe.faire à mangé,laver eau prépare les bougies 🕯️🕯️🕯️🥵;15;91;0
2024-04-11 16:05:44+00:00;super quand tu reçois une facture de régularisation de 850 euros de la part de @engiepartfr avec des mensualisations qui montent de 130 euros à 275 euros par mois ... tu m'étonne que des gens se retrouvent sdf du jour au lendemain @zoesagan et le bouclier tarifaire dans tout ça ?;16;280;1
2024-04-12 12:27:30+00:00;"@engiepartfr ils sont forts quand même, ils ont souscrit d'eux-mêmes un contrat à mon nom (alors que je suis chez @edfofficiel) et là ils me mettent en recouvrement alors que j'ai jamais été client chez eux.\n\net la meuf au téléphone a le culot de me dire ""ça va 100€ c'est rien)";12;280;0
2024-04-15 09:58:00+00:00;@engiepartfr bonjour comment faire étant client et obligé de partir à l'étranger s. v. p. (clouturer le service) merci;9;118;1
2024-04-15 21:31:07+00:00;janvier 286 kw/h 66€\nmars 246 kw/h 69€ \n\n@engiepartfr ?????;21;62;0
2024-04-16 06:23:14+00:00;@engiepartfr \nfuyez société d'incompétents. suite à une erreur de facturation engie m' avait promis de faire un geste commercial et il ne l' a jamais tenu un conseil\nallez chez vattenfal qui 5% moins cher et le service client est plus compétent vérifiez avec hello watt;6;271;2
2024-04-16 08:31:03+00:00;@engiepartfr comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part? \n#erreur #énergie #lenteurcognitive;8;150;1
2024-04-16 14:30:48+00:00;@vince_b29 @engiepartfr @ufcquechoisir bonjour,\nje suis dans la même merde, 2 mois que je paye une augmentation avec un prix qui passe de 0.20 à 0.38 sans avertissement. avez vous trouvez un recours ou juste résilier ?\nmerci à vous;14;233;1
2024-04-17 07:26:46+00:00;@engiepartfr fuyez engie nul à chier\nj'ai une très petite retraite j'avais demandé la mensualisation tout allez bien quand engie a subitement arrêté la mensualisation. au bout d'un an j' ai eu une énorme facture à payer d' un coup.\nsociété d' incompétents;7;257;2
2024-04-17 16:05:41+00:00;ah ouais .. le service client @engiepartfr c’est quelques choses de dingue ! 😅\n\nun service à la hauteur de leur connerie pfff;16;127;1
2024-04-17 19:10:10+00:00;je viens de vérifier et... ah bah merde alors, d'un coup je passe de 52€ à 70€ pour le mois de mars alors qu'on est mi avril... donc même le mois entamé ont consomme encore pour le mois précédent ? je veux bien une explication là @engiepartfr @engiegroup;19;254;0
2024-04-18 07:39:22+00:00;@engiepartfr fuyez engie société d' incompétents. octobre ma chaudiere est tombé en panne 4 interventions en 4 mois ils ont réussi à réparer. interventions : 11.10.23-12.01.24-17.01.24-26.0124. c'est sur la dernière qu' ils ont changé les pièces. 4 mois ou je me suis gelé le cul;7;279;1
2024-04-21 19:11:50+00:00;encore une arnaque signée @engiepartfr : le tarif week-end qui après 3 tentatives d'inscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais service clients engie peut vous le proposer. inacceptable !;19;243;1
2024-04-22 08:40:48+00:00;@engiepartfr 1€/jour l’abonnement de gaz, passage de 252€/an en 2022 a 365€ en 2024 soit +44% comment arrivez vous à justifier cette hausse en 2 ans ?;8;150;0
2024-04-23 05:08:06+00:00;c’est quoi cette augmentation d’abonnement de 20% ?? ⁦@dgccrf⁩ ⁦@tf1⁩ ⁦⁦@engiepartfr⁩ ⁦@afpfr⁩\ninadmissible !!!! #energie #gaz #engie;5;134;0
2024-04-23 10:30:25+00:00;énorme compte @engiepartfr ferme\ndepuis 1 semaines! facture inaccessible , prélèvement sur les mauvais comptes. combien de temps on va supporter cette merde!si c’est ça je résilie et je vais ailleurs! 10 ans que je suis client merde !;10;235;1
2024-04-24 06:08:02+00:00;il va falloir que l'on m'explique comment @engiepartfr arrive a me faire une mensualisation a 307.12 (x11) ce qui donne 3 378.32€, ça fait +1000 par rapport a ce que je paie cette année (2 380.88€) 1/2;6;201;0
2024-04-25 16:14:38+00:00;y'a @engiepartfr qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses, contrat auquel on a jamais souscrit. j'ai l'impression d'être dans un sketch. on continue de me facturer tous les mois ce contrat tout en me disant qu'on va me;16;274;1
2024-04-26 21:43:54+00:00;@engiepartfr le pire service qui puisse exister sur cette terre;21;63;1
2024-04-30 19:02:34+00:00;merci qui ?\naugmentation du gaz \n#engie\n@engiepartfr;19;55;0
2024-05-02 12:05:27+00:00;merci @engiepartfr +10,82% (ht) sur l'abonnement et +13,06% (ht) sur le prix du kwh, au 1er juillet prochain. continuez c'est open bar !;12;136;0
2024-05-02 17:37:14+00:00;dîtes @engiepartfr ça ne vous dérange pas de couper le gaz chez vos clients sans préavis pour de soi-disant factures impayées ? mettre plusieurs jours pour redonner accès au gaz et ne faire aucun geste commercial lorsqu'il a été prouvé que les factures ont bel et bien été payées;17;279;1
2024-05-02 17:37:15+00:00;@engiepartfr c'est quoi ça ? les autres dîtes rien :\ndans le doute, le lien d'où viennent les captures d'écran :;17;113;0
2024-05-03 05:41:54+00:00;bonjour @engiepartfr @engiegroup. pouvez-vous m'expliquer pourquoi, dans mon suivi, le montant des conso des mois précédents vient d'augmenter en catimini ? \npour le gaz, + 20€ en janvier par exemple...\nc'est normal ?;5;219;0
2024-05-03 05:46:27+00:00;@engiepartfr @engiegroup idem en novembre, où ma conso d'électricité prend +25€ entre ce que vous m'annonciez à l'époque dans ma conso mensuelle et ce qui apparait aujourd'hui. \non en parle ? @engiepartsav;5;206;0
2024-05-03 16:01:03+00:00;@engiepartfr poste 2, donc j'ai du refaire une demande par internet. vous ne maitrisez absolument pas le numérique c'est affolant.;16;130;0
2024-05-06 07:04:57+00:00;passer de 0,15 cts le kw/h a plus de 0,22cts le kw/h la bonne surprise de engie soit disant une mise à jour a été faite sur la conso. le 2 mai j’avais une facture de 134 € pour avril et le 3 mai je me retrouve à devoir 194 € @engiepartfr @cnews @bfmtv @tpmp 1/2;7;261;1
2024-05-06 07:58:36+00:00;@engiepartfr je peux savoir pourquoi j’ai pas accès à mes factures mensuelles ?;7;79;1
2024-05-08 11:59:03+00:00;pardon j’ai bien lu là ??? c’est quoi encore cette augmentation de taré ? @engiepartfr;11;86;0
2024-05-11 10:27:13+00:00;@engiepartfr on fait comment ?\nvous faites une erreur de facturation et la personne que nous appelons nous oblige à payer l'intégralité de la somme ??? c'est une blague ?????;10;175;1
2024-05-11 10:41:06+00:00;je remarque que le prix du kwh électrique augmente de mois en mois\n\n- aujourd'hui 0.22€ !!!\n\n- avril 0.19€\n- mars 0.17€\n- fév 0.17€\n- jan 0.15€\n- déc 23 0.15€\n- déc 22 0.16€\n- déc 21 0.15€\n\nidem pour l'abonnement qui passe 13.4€ à 16.37€ !!!\n\n@engiepartfr @engiegroup ?;10;283;0
2024-05-13 08:04:55+00:00;@festimagesnatur @engiepartfr depuis mon renouvellement de contrat j ai une ligne consommation obligation pour le gaz 0,01319 +tva et l électricité 0,01307 +tva ayant partagé avec des connaissances clients engie fort de constater que je suis le seul dans ce cas et vous ?;8;271;0
2024-05-13 09:18:20+00:00;bonjour @engiepartfr, ça fait plus de 10 min que j’attends au téléphone pour modifier la date de rdv avec le technicien, votre site étant en maintenance depuis une semaine ! 😡\n\non peut modifier ça en dm ? merci ! #engie @engiegroup;9;233;0
2024-05-13 11:32:47+00:00;bonjour, @engiepartsav @engiepartfr , j'ai un problème assez urgent et votre chat ne marche pas sur le site. serait-il possible d'avoir un conseiller relativement vite s'il vous plait ?;11;185;1
2024-05-14 16:35:38+00:00;@engiepartfr @engiegroup qui force ses clients à payé + sans être prévenu évidemment ??? c’est hallucinant ! \non augmente la mensualité sans me prévenir et quand je demande une explication on ne m’en donne pas !;16;212;0
2024-05-15 06:30:09+00:00;@engiepartfr me prélever 400 balles sans me prévenir et ne me fournissant plus d’accès à mon espace client c’est normal ! ? 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente d’être partie de chez vous .;6;248;1
2024-05-16 09:00:40+00:00;reçu nouveau prix de @engiepartfr !! merci #macron ! je paierai pas ! et j’ouvre à un faux nom ! fini d’être votre pigeonne !!;9;126;0
2024-05-16 11:23:44+00:00;@engiepartfr @bfmtv l'estimation de ma mensualité était de 65 euros quand j'ai souscrit mon contrat chez @engie montant sensiblement identique à celui que je payais chez #totalenergies;11;184;0
2024-05-16 11:23:45+00:00;aujourd'hui, @engiepartfr m'informe que pour ne pas avoir un tres gros reajustement mes mensualités doivent passent à 175 euros je n'ai pas chauffé plus, pas de nouvel appareil... je vais aussi porter plainte auprès du médiateur de l'energie pour cette arnaque et quitter #engie;11;278;0
2024-05-16 13:33:16+00:00;merci ⁦@engiepartfr⁩ 300€ abonnement gaz sans consommation.bien je finirai à la bougie 🕯️;13;89;0
2024-05-18 12:36:00+00:00;@engiepartfr c’est normal de résilier mon contrat 4 jours en avance alors que je suis encore dans l’appart ? et comme par hasard impossible de vous joindre ! merci vraiment quel service !;12;187;2
2024-05-19 19:19:10+00:00;engie qui me facture plus de 100€ alors que je ne suis plus chez eux depuis le 6 avril, c'est quoi ce bordel ?\n\nje peux avoir une explication @engiepartfr?;19;157;1
2024-05-20 14:23:00+00:00;ça va, @engiepartfr on vous dérange pas ???;14;43;0
2024-05-20 15:07:20+00:00;bizarre, j'ai reçu un sms identifié @engiepartfr disant qu'ils ont reçu l'attestation de mon chèque énergie, sauf que je ne leur ai pas envoyé, ni fait en reconduction automatique. @engiepartsav;15;194;0
2024-05-21 12:04:31+00:00;dans quelle partie de la maison les pertes de chaleur sont généralement les plus importantes ? 🏡\n\nla réponse dans quelques jours sur notre compte @engiepartfr ! 😉;12;164;0
2024-05-22 07:37:53+00:00;wow merci @engiepartfr mais c’est 500€ que vous me devez;7;56;0
2024-05-22 07:53:53+00:00;@leretour_rr @engiepartfr mdrrr j’ai les nerfs i m’ont volé 500€ et ajd i font ça mdrrr;7;87;0
2024-05-22 11:09:05+00:00;@engiepartfr \nma facture mensuelle double \n100% augmentation \n merci engie;11;77;1
